SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533553,TD POWER    ,B ,Q,195.75,195.75,191.35,192.20,192.40,194.30,126,9707,1879316.00,
533569,SRS LIMITED ,B ,Q,0.95,0.95,0.91,0.95,0.95,0.95,84,187570,174277.00,
533570,AXISGOLD    ,E ,Q,2677.06,2715.00,2677.06,2715.00,2715.00,2725.00,4,60,161641.00,
533573,ALEM PHARMA ,A ,Q,545.75,552.15,540.00,542.45,540.00,541.25,194,2778,1518923.00,
533576,VASWANI IND ,B ,Q,15.70,16.40,15.55,16.25,16.35,15.65,95,17226,277224.00,
533581,PG ELECTRO  ,B ,Q,320.90,324.00,314.95,320.30,316.40,324.55,330,9026,2886179.00,
533605,PRAKASH CON ,B ,Q,6.66,6.89,6.37,6.49,6.49,6.66,107,150258,991429.00,
533608,RDB RASAYAN ,X ,Q,70.00,71.90,69.00,69.75,69.75,69.60,193,86832,6041505.00,
533629,TIJARIA PPL ,T ,Q,8.31,8.31,8.31,8.31,8.31,7.92,4,867,7204.00,
533632,ONELIFE CAP ,B ,Q,19.25,20.25,19.25,20.25,20.25,19.30,6,460,9215.00,
533638,FLEXITUFF   ,B ,Q,56.00,57.20,54.70,56.60,56.00,54.65,22,1501,83597.00,
533644,UJAAS       ,B ,Q,15.30,18.70,15.30,18.70,18.70,15.60,1104,373210,6612252.00,
533655,TRIVENITURB ,B ,Q,100.20,103.15,99.55,100.70,100.70,101.05,247,15094,1520208.00,
533676,INDO THAI   ,B ,Q,69.55,72.50,67.60,71.95,72.25,69.00,85,12936,923674.00,
533704,ESSAR SHIP  ,B ,Q,23.40,23.65,23.25,23.50,23.65,23.00,27,4311,100976.00,
533758,APL APOLLO  ,B ,Q,2021.85,2045.00,2007.00,2020.10,2020.10,2051.05,304,86646,175053126.00,
533761,GPT INFRA   ,B ,Q,182.95,185.00,182.90,184.65,184.65,181.25,17,6199,1138001.00,
533896,FERVENTSYN  ,X ,Q,24.00,24.00,23.60,23.95,23.60,24.65,4,1108,26548.00,
533982,TERASOFTWARE,B ,Q,40.95,48.05,40.30,48.05,48.05,40.05,444,49924,2296004.00,
534060,PMCFIN      ,X ,Q,0.45,0.45,0.42,0.43,0.43,0.43,126,477664,205524.00,
534063,FUT SOL     ,XT,Q,41.50,41.50,41.50,41.50,41.50,41.60,1,1015,42122.00,
534064,AIML        ,XT,Q,110.00,118.00,110.00,110.00,110.00,115.75,5,2501,275118.00,
534076,ORIENT REF  ,B ,Q,159.00,161.90,158.50,160.85,160.00,158.75,29,2951,471296.00,
534091,MCX LTD     ,A ,Q,701.95,739.20,696.00,733.70,733.70,701.40,2307,55990,40540478.00,
534139,SCHNEIDER   ,B ,Q,113.25,123.35,113.20,120.80,120.80,115.05,858,63036,7574770.00,
534184,NORL        ,B ,Q,3.70,3.70,3.51,3.62,3.62,3.72,76,65799,237057.00,
534309,NBCC        ,A ,Q,208.80,214.25,206.90,210.65,210.65,198.90,8716,861646,181563255.00,
534312,MT EDUCARE  ,B ,Q,70.35,71.45,70.35,71.30,71.40,70.75,29,4696,331860.00,
534328,HEXATRADEX  ,T ,Q,38.00,39.00,37.00,38.95,38.95,37.70,20,3735,143000.00,
534338,MAXHEIGHTS  ,XT,Q,84.50,85.50,82.15,82.15,82.15,86.45,11,250,20905.00,
534369,TBZ LTD     ,B ,Q,89.35,89.80,86.50,88.80,88.80,89.90,647,83126,7314185.00,
534392,VSSL        ,B ,Q,147.50,152.05,147.20,149.25,149.90,146.15,61,2016,303214.00,
534422,LOOKS       ,T ,Q,17.00,17.00,17.00,17.00,17.00,16.45,1,50,850.00,
534425,SPECIALITY R,B ,Q,142.00,142.00,128.50,131.80,131.80,127.45,75,2741,358520.00,
534532,LYPSA GEMS  ,B ,Q,18.60,19.50,18.60,19.25,19.20,18.75,73,18096,346310.00,
534597,RTNINFRA    ,B ,Q,5.39,5.43,5.30,5.35,5.40,5.39,91,92719,499279.00,
534598,SEPOWER     ,B ,Q,7.05,7.50,6.81,7.36,6.81,7.15,7,240,1766.00,
534600,JTL INFRA   ,X ,Q,155.50,160.00,153.25,160.00,159.95,155.45,28,4310,668319.00,
534612,AMTL        ,X ,Q,24.00,24.50,23.35,24.20,24.20,24.20,14,2515,60095.00,
534615,NECC LTD    ,B ,Q,17.00,17.40,16.65,17.00,17.20,17.05,77,13228,223866.00,
534618,SANGAM ADV  ,X ,Q,30.50,30.50,29.00,29.00,29.70,29.50,38,14016,414299.00,
534623,JUPITER INFO,X ,Q,74.90,74.90,74.90,74.90,74.90,74.45,1,100,7490.00,
534639,VINAYAK POL ,X ,Q,13.50,13.50,13.50,13.50,13.50,13.70,1,189,2551.00,
534674,DUCON       ,B ,Q,31.60,32.50,31.00,32.20,32.20,31.45,98,15848,505292.00,
534675,PROZONINTU  ,B ,Q,50.70,50.85,49.00,50.60,50.60,50.15,514,93313,4697166.00,
534680,SRG HFL     ,XT,Q,310.00,317.70,300.00,314.10,314.10,302.80,44,4934,1548790.00,
534690,LAKSHMIVILAS,A ,Q,95.80,98.70,95.40,96.65,97.65,95.65,386,48862,4727067.00,
534691,COMFORT COM ,B ,Q,11.20,11.20,11.20,11.20,11.20,11.20,6,1090,12208.00,
534708,RCL RETAIL  ,M ,Q,17.50,17.50,17.45,17.45,17.45,17.50,3,48000,837900.00,
534731,BRONZE INFRA,XT,Q,0.65,0.67,0.62,0.67,0.67,0.65,13,23650,15257.00,
534734,RMCHEM      ,SS,Q,6.08,6.08,6.08,6.08,6.08,6.08,2,1500,9120.00,
534741,VIRTUAL GLO ,X ,Q,0.82,0.86,0.78,0.80,0.80,0.82,278,944752,748231.00,
534742,ZUARI AGRO  ,B ,Q,496.00,510.50,494.25,500.45,498.35,496.05,249,8738,4348874.00,
534748,STEEL EXCH  ,B ,Q,25.80,26.05,24.60,25.20,25.20,25.20,43,8205,207048.00,
534755,TRIO MERCAN ,X ,Q,14.30,14.30,14.30,14.30,14.30,14.70,2,101,1444.00,
534756,TARA JEWELS ,B ,Q,11.92,12.15,11.80,12.03,12.15,12.00,21,4389,52387.00,
534758,CIGNITI TECH,T ,Q,243.00,247.00,243.00,244.40,244.00,244.00,19,344,84494.00,
534804,CARERATING  ,A ,Q,1224.00,1224.00,1182.15,1187.45,1194.00,1199.25,248,2127,2538658.00,
534809,PC JEWELLER ,A ,Q,313.00,321.00,310.50,313.15,313.15,313.45,4925,449161,141343015.00,
534816,BH INFRATEL ,A ,Q,337.45,342.35,334.50,337.95,337.25,336.95,329,14773,4993608.00,
534976,VMART       ,B ,Q,1920.00,1985.00,1916.00,1941.65,1941.65,1933.10,162,1161,2265358.00,
535136,KAVITA FAB  ,XT,Q,7.80,7.80,7.80,7.80,7.80,7.44,1,10,78.00,
535141,SUNSTAR R   ,B ,Q,5.83,5.83,5.83,5.83,5.83,5.94,24,4776,27844.00,
535267,COM FINCAP  ,X ,Q,16.00,16.10,15.90,16.10,16.10,15.95,58,18480,295312.00,
535276,SBISENSEX   ,B ,Q,346.90,346.90,344.78,344.78,344.78,344.78,4,90,31147.00,
535322,REPCO HOME  ,A ,Q,569.45,580.00,568.20,572.70,572.10,570.45,171,5735,3288741.00,
535458,NRB IND BEA ,B ,Q,20.00,21.30,20.00,20.60,20.60,20.25,25,1979,40713.00,
535467,AIFL        ,B ,Q,460.00,473.05,460.00,464.55,464.55,457.75,234,31131,14435393.00,
535566,KIFS FSL    ,XT,Q,90.00,90.00,83.50,83.50,83.50,86.20,2,201,18083.00,
535601,SREELEATHER ,B ,Q,235.25,238.70,232.05,234.85,233.50,233.00,46,2118,497621.00,
535602,SHARDA MOTOR,B ,Q,1998.40,2002.05,1966.00,1989.15,1966.00,1986.35,55,442,880590.00,
535620,BINNY MILLS ,X ,Q,217.45,228.00,217.45,220.00,220.00,217.50,8,70,15419.00,
535621,SV GLOBAL   ,X ,Q,107.55,107.55,107.55,107.55,107.55,107.55,5,750,80662.00,
535647,OTML        ,M ,Q,13.00,13.00,13.00,13.00,13.00,13.00,4,40000,520000.00,
535648,JUSTDIAL    ,A ,Q,480.00,481.35,466.05,475.00,475.00,482.55,2572,163730,77561490.00,
535657,OONE        ,X ,Q,3.23,3.23,3.23,3.23,3.23,3.09,2,100,323.00,
535658,PAWANSUT    ,X ,Q,4.10,4.10,3.76,3.89,3.89,3.95,23,2873,10987.00,
535667,IFINSEC     ,XT,Q,34.65,34.65,34.65,34.65,34.65,33.00,1,13,450.00,
535693,BRAHM INFRA ,X ,Q,30.00,30.00,29.00,29.00,29.00,30.00,8,4719,139202.00,
535694,EDSL        ,XT,Q,2.22,2.22,2.11,2.11,2.11,2.22,17,3468,7655.00,
535719,QUEST SOFTEC,X ,Q,3.30,3.30,3.30,3.30,3.30,3.30,1,150,495.00,
535730,KHOOBSURAT  ,ST,Q,0.19,0.20,0.19,0.19,0.19,0.20,17,30141,5761.00,
535754,ORIENT CEM  ,B ,Q,142.00,144.15,142.00,143.35,143.10,141.40,110,6907,988851.00,
535755,ABFRL       ,A ,Q,149.55,149.60,147.00,147.40,148.35,147.80,273,11428,1690735.00,
535789,IBUL HSG FIN,A ,Q,1244.45,1306.00,1244.45,1292.55,1300.10,1244.45,2758,7716929,9973567184.00,
536128,VKJINFRA    ,X ,Q,1.59,1.64,1.50,1.63,1.63,1.57,257,385087,611089.00,
536170,KUSHAL      ,T ,Q,112.95,113.90,107.80,110.50,110.50,113.45,1898,443859,49678890.00,
536264,TIGER LOGS  ,X ,Q,184.50,191.80,180.00,187.45,190.45,189.60,122,13369,2525815.00,
536493,JKAGRI GEN  ,X ,Q,1199.95,1221.15,1171.00,1221.15,1221.15,1163.00,57,1127,1368941.00,
536507,FUTLIF FAS  ,A ,Q,412.00,416.00,400.10,404.30,405.00,411.75,270,23053,9338828.00,
536565,TRIMURTHI   ,X ,Q,7.65,7.65,7.65,7.65,7.65,7.30,3,500,3825.00,
536659,PVVINFRA    ,XT,Q,18.55,20.30,18.55,19.35,19.30,19.50,41,4957,96311.00,
536751,FIVEXTRADE  ,X ,Q,0.88,0.88,0.88,0.88,0.88,0.88,1,1200,1056.00,
536773,JIN POLY INV,B ,Q,59.50,59.50,58.00,58.00,58.00,57.10,2,1626,96708.00,
536799,SRS FINANCE ,ST,Q,0.69,0.69,0.69,0.69,0.69,0.72,4,2820,1945.00,
536960,M100        ,B ,Q,21.81,21.99,21.81,21.99,21.99,19.86,3,119,2595.00,
536974,CAPTAIN POLY,X ,Q,157.00,157.00,154.05,156.00,156.00,156.65,54,3467,539420.00,
536994,RCLENDPLAD  ,B ,Q,11.64,11.64,10.80,10.80,10.80,10.59,3,1000,10804.00,
536995,RCLENDPLAG  ,B ,Q,24.10,24.10,24.10,24.10,24.10,21.95,2,10,241.00,
537007,NIFTYIWIN   ,B ,Q,105.44,105.50,104.66,105.37,105.37,105.10,16,1428,150184.00,
537008,NIF100IWIN  ,B ,Q,111.73,111.78,111.73,111.78,111.78,110.73,3,22,2458.00,
537069,ARNOLD HOLD ,X ,Q,7.35,7.55,7.00,7.26,7.55,7.50,61,17565,127884.00,
537092,MODEX INT   ,XT,Q,37.05,37.05,37.05,37.05,37.05,38.00,1,50,1852.00,
537119,TENTIMETAL  ,M ,Q,4.12,4.12,4.12,4.12,4.12,3.68,1,10000,41200.00,
537253,SUNIL HEALTH,X ,Q,82.00,82.00,72.50,74.85,74.95,72.90,33,931,69624.00,
537254,RCI IND     ,B ,Q,160.00,168.05,159.00,166.90,167.05,155.60,635,43352,7135976.00,
537259,SUYOG TELE  ,B ,Q,348.00,353.00,332.60,352.35,332.70,350.00,9,760,264133.00,
537291,NATH BIOGEN ,B ,Q,425.00,440.00,423.90,438.75,439.50,425.10,250,6658,2887431.00,
537292,AGRI TECH   ,B ,Q,123.00,123.00,120.30,121.35,121.50,123.25,71,3012,366649.00,
537326,CHEMTECH IND,B ,Q,16.00,16.00,16.00,16.00,16.00,15.25,1,100,1600.00,
537483,RELCNX100   ,B ,Q,107.89,107.89,107.89,107.89,107.89,108.06,1,1,107.00,
537524,VIAANINDUS  ,X ,Q,34.90,34.90,33.80,33.95,33.95,34.90,525,216252,7363779.00,
537536,DENIS CHEM  ,X ,Q,81.00,83.75,77.50,79.55,79.55,81.40,41,4173,333091.00,
537582,UNISHIRE    ,M ,Q,9.35,9.36,9.32,9.33,9.33,9.19,16,160000,1493100.00,
537669,SIVI        ,M ,Q,58.00,58.00,58.00,58.00,58.00,58.65,1,6000,348000.00,
537708,KOTAKNIFTY  ,B ,Q,104.50,104.50,104.50,104.50,104.50,103.50,6,439,45875.00,
537750,KIRAN VYPAR ,X ,Q,145.00,153.00,144.00,148.00,148.00,148.30,44,2106,310832.00,
537766,BCP LTD     ,B ,Q,165.90,165.90,160.20,162.40,161.00,161.60,90,13815,2248872.00,
537785,ANISHA IMPEX,M ,Q,35.00,35.00,35.00,35.00,35.00,35.00,1,10000,350000.00,
537800,MANGALAM IND,X ,Q,1.15,1.20,1.12,1.20,1.20,1.15,16,3895,4488.00,
537820,VFL         ,T ,Q,4.76,5.25,4.76,5.06,5.06,5.01,40,76491,389676.00,
537839,PHOENIX TN  ,X ,Q,15.95,15.95,15.75,15.75,15.75,15.20,4,2500,39835.00,
537840,RAUNAQEPC   ,X ,Q,127.70,131.95,127.70,128.65,128.00,128.30,8,267,34138.00,
537954,SKP         ,T ,Q,13.11,13.11,13.11,13.11,13.11,13.37,11,828,10855.00,
538019,OBI LTD     ,T ,Q,156.60,156.60,145.40,148.45,150.00,150.45,21,770,117026.00,
538057,CPSE ETF    ,B ,Q,27.91,28.00,27.76,27.98,28.00,27.86,94,47143,1315569.00,
538092,JOONKTOLLEE ,X ,Q,162.75,162.75,152.35,162.00,162.00,155.10,13,471,75189.00,
538128,WOMENS NEXT ,M ,Q,65.00,65.00,65.00,65.00,65.00,63.00,1,2000,130000.00,
538180,GOLD LINE   ,X ,Q,9.69,9.69,9.69,9.69,9.69,9.88,1,1,9.00,
538212,SHARP INV   ,SS,Q,0.83,0.83,0.81,0.83,0.83,0.83,4,212,175.00,
538268,WONDERLA    ,B ,Q,354.05,366.45,348.00,364.30,361.10,354.50,170,7168,2532696.00,
538351,AFEL        ,XT,Q,3.43,3.43,3.43,3.43,3.43,3.61,4,854,2929.00,
538365,ADHUNIKIND  ,T ,Q,74.50,74.50,71.05,71.70,71.70,74.75,12,867,61948.00,
538423,ALPS MOTOR  ,SS,Q,12.05,12.05,12.05,12.05,12.05,12.25,19,1859,22400.00,
538433,CLASSIC     ,XT,Q,0.64,0.66,0.61,0.66,0.66,0.64,8,13600,8474.00,
538464,TPROJECT    ,XT,Q,35.50,36.00,35.30,35.30,35.30,37.00,4,293,10366.00,
538476,CTL         ,X ,Q,4.80,4.80,4.43,4.79,4.80,4.59,64,57361,264571.00,
538496,TARINI      ,M ,Q,22.00,22.00,22.00,22.00,22.00,21.90,1,30000,660000.00,
538520,SBL         ,XT,Q,0.52,0.52,0.52,0.52,0.52,0.52,6,37702,19605.00,
538521,CROWNTOURS  ,XT,Q,13.80,13.80,13.80,13.80,13.80,13.25,1,1000,13800.00,
538539,JTAPARIA    ,X ,Q,10.15,10.15,10.00,10.03,10.05,9.68,45,18005,181260.00,
538547,OASIS       ,B ,Q,60.70,60.70,60.70,60.70,60.70,63.85,8,663,40244.00,
538557,SAIBABA     ,X ,Q,13.63,13.63,13.63,13.63,13.63,13.63,2,225,3066.00,
538562,SKIPPER     ,B ,Q,222.75,231.40,222.75,228.00,229.10,221.35,143,10368,2367656.00,
538566,BESTSTEEL   ,X ,Q,134.00,138.90,131.15,137.80,138.50,132.45,132,43094,5785613.00,
538567,GULFOIL LUB ,B ,Q,919.95,919.95,885.95,904.45,904.45,888.10,53,1100,989776.00,
538570,ACHAL       ,XT,Q,1.49,1.56,1.49,1.56,1.56,1.49,4,769,1182.00,
538595,GLOSTER     ,X ,Q,665.00,679.75,665.00,679.60,679.75,674.00,32,404,270661.00,
538596,QUANTBUILD  ,X ,Q,1.01,1.01,1.01,1.01,1.01,1.01,1,3,3.00,
538598,VISHAL      ,B ,Q,625.00,625.00,619.00,619.00,619.00,628.00,11,502,311898.00,
538607,TOYAMIND    ,XT,Q,3.20,3.24,2.94,3.19,3.20,3.09,121,155146,468155.00,
538608, DWITIYA    ,XT,Q,97.20,97.20,97.20,97.20,97.20,102.30,1,1,97.00,
538634,VRL         ,XT,Q,51.15,51.15,51.15,51.15,51.15,53.80,1,10,511.00,
538635,SNOWMAN     ,B ,Q,46.20,47.95,46.10,47.20,47.20,46.55,472,91120,4265756.00,
538653,EML         ,SS,Q,36.75,36.75,36.75,36.75,36.75,37.50,8,224,8232.00,
538666,SHARDACROP  ,A ,Q,386.30,425.35,384.05,412.75,412.75,386.30,588,20187,8065849.00,
538668,NAYSAA      ,M ,Q,31.40,31.40,27.90,29.35,27.90,28.70,5,20000,587000.00,
538685,SHEMAROO    ,B ,Q,530.00,560.00,525.80,550.40,550.00,528.90,195,2538,1398066.00,
538706,ULTRACAB    ,B ,Q,90.00,94.00,87.10,93.25,89.10,90.80,105,7487,680630.00,
538707,RCCL        ,X ,Q,41.00,44.95,40.00,42.65,42.65,39.95,20,1769,77402.00,
538708,ETIL        ,X ,Q,10.54,10.54,10.54,10.54,10.54,10.34,2,260,2740.00,
538713,ATISHAY     ,B ,Q,89.00,93.00,89.00,89.00,89.00,90.55,6,45545,4235505.00,
538715,DHABRIYA    ,T ,Q,134.00,134.00,133.50,134.00,134.00,128.10,5,559,74888.00,
538728,IPRU2511    ,B ,Q,10.72,10.72,10.72,10.72,10.72,9.75,1,5,53.00,
538730,PDSMFL      ,B ,Q,292.00,296.70,292.00,296.65,296.65,291.00,7,243,71353.00,
538731,POWERGYM    ,M ,Q,6.35,6.37,6.35,6.37,6.37,6.07,5,28000,177960.00,
538733,STARLIT     ,B ,Q,18.45,18.50,18.45,18.50,18.50,18.95,2,500,9240.00,
538734,CEINSYSTECH ,B ,Q,190.00,194.00,170.00,192.65,193.00,200.00,49,1876,338530.00,
538742,PANACHE     ,X ,Q,41.00,41.10,40.80,40.80,40.80,39.90,89,4050,166140.00,
538765,JSHL        ,M ,Q,3.63,3.63,3.63,3.63,3.63,3.46,1,5000,18150.00,
538770,CRANE INFRA ,X ,Q,6.09,6.09,6.09,6.09,6.09,5.80,1,500,3045.00,
538771,PINCON      ,B ,Q,22.65,22.70,22.40,22.70,22.70,21.65,136,37003,838579.00,
538772,NIYOGIN     ,B ,Q,89.10,89.10,89.10,89.10,89.10,90.90,3,205,18265.00,
538786,CIL         ,XT,Q,3.61,3.61,3.61,3.61,3.61,3.80,1,100,361.00,
538787,GBFL        ,X ,Q,53.40,53.40,53.40,53.40,53.40,54.45,3,815,43521.00,
538788,GILADAFINS  ,X ,Q,36.85,36.85,31.45,31.45,31.45,36.40,3,117,4219.00,
538794,JETINFRA    ,M ,Q,143.00,143.00,143.00,143.00,143.00,142.70,1,1000,143000.00,
538812,AANCHALISP  ,B ,Q,16.90,17.00,16.90,17.00,17.00,16.25,7,1567,26609.00,
538834,MEL         ,X ,Q,10.50,10.80,10.50,10.80,10.80,10.55,28,10888,116529.00,
538835,INTELLECT   ,A ,Q,166.05,170.45,166.00,168.85,168.85,166.70,664,82829,13915187.00,
538836,MONTECARLO  ,B ,Q,468.00,487.00,468.00,480.60,478.90,479.60,44,4394,2116237.00,
538837,JSTL        ,X ,Q,44.30,44.30,44.30,44.30,44.30,43.35,1,40,1772.00,
538858,CAMSONBIO   ,X ,Q,15.95,15.95,15.25,15.90,15.95,15.25,16,2192,34809.00,
538860,PANAFIC     ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,7,5950,2915.00,
538861,AMSONS      ,T ,Q,2.38,2.38,2.16,2.20,2.20,2.27,23,14296,32036.00,
538875,SELLWIN     ,XT,Q,12.40,12.40,12.40,12.40,12.40,13.00,1,10,124.00,
538891,SIPROJECTS  ,X ,Q,249.90,249.90,246.50,249.30,249.45,249.65,1078,14991,3726850.00,
538896,KANCHI      ,XT,Q,211.00,221.30,211.00,220.15,221.30,210.80,60,2017,442688.00,
538902,DHUN TEAIND ,B ,Q,285.00,294.55,285.00,290.05,290.95,283.30,7,1090,316217.00,
538922,COSYN       ,X ,Q,74.00,78.00,74.00,77.60,77.60,76.80,77,5041,387207.00,
538961,GENUSPAPER  ,B ,Q,13.28,13.38,12.80,13.38,13.38,12.75,198,129983,1731163.00,
538962,MINDACORP   ,B ,Q,184.05,186.50,181.75,185.25,186.45,184.05,238,16293,2995193.00,
538963,PACT        ,ST,Q,4.19,4.19,4.19,4.19,4.19,4.04,1,100,419.00,
538964,MERCURYLAB  ,XT,Q,376.00,376.00,375.00,375.00,375.00,390.00,2,50,18760.00,
538965,CONCORD     ,X ,Q,24.00,24.00,23.60,23.95,24.00,24.00,11,4124,98729.00,
538987,TALBROSENG  ,X ,Q,310.35,330.00,310.35,328.50,330.00,310.35,84,2788,900162.00,
538992,SAPL        ,X ,Q,161.95,161.95,161.95,161.95,161.95,164.00,4,11,1781.00,
539006,PTCIL       ,X ,Q,567.00,567.00,567.00,567.00,567.00,567.00,1,1,567.00,
539007,PINCONLIFE  ,XT,Q,5.79,5.79,5.79,5.79,5.79,5.90,22,5773,33425.00,
539011,CHENFERRO   ,XT,Q,8.28,8.28,8.28,8.28,8.28,8.28,1,1,8.00,
539014,KALPACOMME  ,XT,Q,12.11,12.11,12.11,12.11,12.11,12.35,5,1065,12897.00,
539015,ORTEL       ,B ,Q,20.25,20.80,20.10,20.80,20.80,20.85,25,1216,24918.00,
539017,ASHFL       ,B ,Q,94.95,105.00,93.05,100.50,100.50,95.50,28,1300,128879.00,
539018,BEEKAY      ,X ,Q,389.25,389.25,381.00,383.65,381.00,389.25,7,274,105532.00,
539031,SETFBSE100  ,B ,Q,111.00,111.00,111.00,111.00,111.00,110.75,3,35,3885.00,
539032,FRASER      ,XT,Q,5.50,5.50,5.50,5.50,5.50,5.32,1,1,5.00,
539040,TTIL        ,X ,Q,5.00,5.70,5.00,5.49,5.49,5.14,18,1971,10987.00,
539041,SVPHOUSING  ,M ,Q,27.50,27.50,27.50,27.50,27.50,25.00,1,20000,550000.00,
539042,AGIIL       ,B ,Q,183.95,183.95,170.00,170.00,170.00,165.00,10,515,87837.00,
539043,BKMINDST    ,B ,Q,28.20,31.20,28.20,30.50,30.85,29.40,14,2732,80563.00,
539044,MANAKSTELTD ,B ,Q,33.05,34.85,32.05,34.40,34.85,33.20,45,13099,438242.00,
539045,MNKALCOLTD  ,B ,Q,8.76,8.83,8.76,8.83,8.83,8.91,4,196,1724.00,
539046,MNKCMILTD   ,B ,Q,14.20,14.95,14.05,14.75,14.95,14.55,27,2785,40274.00,
539056,ADLABS      ,B ,Q,49.80,51.30,48.70,51.30,51.30,48.90,236,31702,1612754.00,
539083,INOXWIND    ,A ,Q,113.00,116.50,111.50,115.90,116.05,113.05,371,18428,2111802.00,
539090,RAJPUTANA   ,XT,Q,14.45,14.45,14.45,14.45,14.45,13.77,1,100,1445.00,
539099,ATHCON      ,M ,Q,17.15,17.15,17.15,17.15,17.15,16.35,2,5000,85750.00,
539113,PML         ,X ,Q,5004.05,5273.00,5004.05,5140.00,5140.00,5055.00,35,94,485269.00,
539118,VRLLOG      ,B ,Q,382.80,389.00,380.30,384.90,384.90,383.95,1627,17045,6571210.00,
539120,BFFL        ,XT,Q,17.55,17.55,17.55,17.55,17.55,17.55,1,1,17.00,
539122,BODHTREE    ,X ,Q,76.30,76.30,72.55,73.55,74.35,72.40,71,15772,1161795.00,
539125,LAYLA       ,XT,Q,1.89,1.89,1.89,1.89,1.89,1.89,9,4450,8410.00,
539126,MEP         ,B ,Q,74.50,77.90,74.50,77.00,77.00,77.00,457,68343,5260333.00,
539131,CLLIMITED   ,X ,Q,40.45,41.95,38.80,41.00,40.35,41.90,77,17031,692263.00,
539132,VEGETABLE   ,X ,Q,5.00,5.48,4.20,5.03,5.00,4.99,64,45606,227869.00,
539141,UFO         ,B ,Q,382.80,398.00,379.00,396.55,394.00,384.00,146,1584,618792.00,
539143,SBCL        ,X ,Q,67.00,67.50,67.00,67.50,67.50,66.30,18,6862,461489.00,
539148,SHIVALIK    ,XT,Q,695.35,718.95,680.00,714.95,714.95,695.35,66,3315,2327288.00,
539149,ICSL        ,XT,Q,4.37,4.37,4.16,4.36,4.36,4.37,8,743,3132.00,
539150,PNCINFRA    ,B ,Q,170.50,175.45,169.00,174.60,173.20,172.75,106,18665,3196587.00,
539151,ARFIN       ,X ,Q,465.00,475.05,465.00,475.05,475.05,465.10,11,170,80094.00,
539169,FUNNY       ,T ,Q,6.82,6.82,6.82,6.82,6.82,6.82,5,3100,21142.00,
539176,HAWAENG     ,XT,Q,52.95,53.00,52.95,53.00,53.00,52.00,4,610,32328.00,
539177,AIIL        ,X ,Q,56.90,56.90,51.55,52.35,51.55,53.60,22,1546,84028.00,
539195,POEL        ,X ,Q,78.00,78.75,76.30,77.85,77.30,79.20,19,1794,139240.00,
539196,AEL         ,X ,Q,33.25,33.25,33.25,33.25,33.25,34.95,16,513,17057.00,
539201,SATIA       ,XT,Q,202.20,202.20,202.20,202.20,202.20,202.20,1,40,8088.00,
539207,MANPASAND   ,B ,Q,372.10,377.90,370.00,375.25,376.50,374.30,327,8100,3031639.00,
539216,JUNCTION    ,M ,Q,30.60,30.60,30.60,30.60,30.60,29.15,1,4000,122400.00,
539217,SRESTHA     ,X ,Q,13.65,13.80,12.95,13.32,13.32,13.40,50,36131,484831.00,
539219,MUL         ,X ,Q,178.95,178.95,173.00,177.05,177.05,179.85,6,2563,454742.00,
539224,HCKKVENTURE ,X ,Q,45.05,45.15,45.05,45.15,45.15,45.25,10,4650,209615.00,
539225,JIYAECO     ,B ,Q,111.00,121.00,111.00,115.50,115.75,111.80,233,60152,6959193.00,
539226,RUDRA       ,B ,Q,185.00,194.90,184.00,190.00,190.00,195.00,33,7102,1330339.00,
539227,LOYAL       ,M ,Q,60.00,63.00,60.00,61.55,61.55,57.75,8,24000,1466700.00,
539228,GGPL        ,B ,Q,222.35,222.35,222.35,222.35,222.35,234.05,12,254,56476.00,
539229,MRSS        ,M ,Q,225.20,225.20,225.00,225.00,225.00,227.00,2,2400,540240.00,
539251,BALKRISHNA  ,B ,Q,75.95,78.60,75.95,78.60,78.60,74.90,26,3111,242639.00,
539252,SCFL        ,B ,Q,9.35,9.61,9.35,9.42,9.42,9.16,8,1264,12088.00,
539254,ADANITRANS  ,A ,Q,194.00,198.90,187.00,191.70,190.20,190.25,1000,61705,11881220.00,
539255,STARDELTA   ,X ,Q,130.00,130.00,119.50,129.00,129.00,125.55,4,6010,770095.00,
539265,AMRAFIN     ,M ,Q,31.00,35.75,31.00,35.75,35.75,34.25,2,24000,801000.00,
539268,SYNGENE     ,A ,Q,590.20,595.60,581.00,583.45,583.45,591.55,187,1902,1115880.00,
539274,BLFL        ,Z ,Q,11.19,11.20,10.43,11.20,11.20,10.97,13,3321,36937.00,
539276,KAYA        ,B ,Q,1053.15,1073.35,1047.00,1060.60,1060.60,1063.95,96,6167,6525731.00,
539278,SYMBIOX     ,ST,Q,0.88,0.88,0.88,0.88,0.88,0.92,8,3346,2944.00,
539287,ORTINLAABS  ,B ,Q,18.55,18.95,18.30,18.50,18.70,18.75,45,11045,204924.00,
539289,MJCO        ,B ,Q,488.00,490.00,482.40,486.15,487.00,491.55,174,3090,1502342.00,
539290,BINDALAGRO  ,B ,Q,27.50,28.00,27.35,28.00,28.00,26.85,54,11813,326724.00,
539291,OZONEWORLD  ,X ,Q,32.55,32.55,32.55,32.55,32.55,31.00,2,501,16307.00,
